,record_num,id,latitude,longitude,direction_id,current_stop_sequence,label,speed,trip_id,stop_id,bus_bearing,occupancy_status,current_status,updated_at
0,1,y1923,42.35274013,-71.09040832,1,11.0,1923,,52110816,,159,FULL,IN_TRANSIT_TO,2022-08-10T18:07:07-04:00
1,2,y1857,42.33127937,-71.07703739,0,5.0,1857,,52110882,,110,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:11-04:00
2,3,y1847,42.34676049,-71.08740998,1,12.0,1847,,52111045,,167,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:12-04:00
3,4,y1834,42.37321182,-71.11756461,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:01-04:00
4,5,y1827,42.36481,-71.10282,1,7.0,1827,,52111039,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:10-04:00
5,6,y1805,42.33299995,-71.07431968,1,20.0,1805,,52110914,,230,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:10-04:00
6,7,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
7,8,y1780,42.34727926,-71.08764211,0,13.0,1780,,52110975,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:07-04:00
8,9,y1775,42.34423113,-71.08622261,1,13.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:11-04:00
9,10,y1766,42.33520668,-71.07534331,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
10,11,y1722,42.37317116,-71.1178108,0,1.0,1722,,52110848,,273,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
11,12,y1923,42.35274013,-71.09040832,1,11.0,1923,,52110816,,159,FULL,IN_TRANSIT_TO,2022-08-10T18:07:07-04:00
12,13,y1857,42.33127937,-71.07703739,0,5.0,1857,,52110882,,110,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:11-04:00
13,14,y1847,42.34676049,-71.08740998,1,12.0,1847,,52111045,,167,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:12-04:00
14,15,y1834,42.37321182,-71.11756461,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:01-04:00
15,16,y1827,42.36481,-71.10282,1,7.0,1827,,52111039,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:10-04:00
16,17,y1805,42.33299995,-71.07431968,1,20.0,1805,,52110914,,230,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:10-04:00
17,18,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
18,19,y1780,42.34727926,-71.08764211,0,13.0,1780,,52110975,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:07-04:00
19,20,y1775,42.34423113,-71.08622261,1,13.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:11-04:00
20,21,y1766,42.33520668,-71.07534331,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
21,22,y1722,42.37317116,-71.1178108,0,1.0,1722,,52110848,,273,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
22,23,y1923,42.35194233,-71.08999739,1,11.0,1923,,52110816,,163,FULL,IN_TRANSIT_TO,2022-08-10T18:07:23-04:00
23,24,y1857,42.33126675,-71.07696969,0,5.0,1857,,52110882,,86,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:17-04:00
24,25,y1847,42.34646576,-71.08726346,1,12.0,1847,,52111045,,164,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:18-04:00
25,26,y1834,42.37321182,-71.11756461,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:01-04:00
26,27,y1827,42.36481,-71.10282,1,7.0,1827,,52111039,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:10-04:00
27,28,y1805,42.33293962,-71.07432042,1,20.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:20-04:00
28,29,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
29,30,y1780,42.34713,-71.08763,0,13.0,1780,,52110975,,315,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:15-04:00
30,31,y1775,42.3442355,-71.08619945,1,13.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:19-04:00
31,32,y1766,42.33520668,-71.07534331,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
32,33,y1722,42.37334283,-71.11842985,0,1.0,1722,,52110848,,295,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:20-04:00
33,34,y1923,42.3519034,-71.08997993,1,11.0,1923,,52110816,,157,FULL,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
34,35,y1857,42.33152236,-71.07646722,0,5.0,1857,,52110882,,51,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:32-04:00
35,36,y1847,42.34555933,-71.08687602,1,13.0,1847,,52111045,,166,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:33-04:00
36,37,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
37,38,y1827,42.36469252,-71.10271425,1,7.0,1827,,52111039,,157,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:27-04:00
38,39,y1805,42.33293962,-71.07432042,1,20.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:20-04:00
39,40,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
40,41,y1780,42.34713,-71.08763,0,13.0,1780,,52110975,,315,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:15-04:00
41,42,y1775,42.3442355,-71.08619945,1,13.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:19-04:00
42,43,y1766,42.33520668,-71.07534331,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
43,44,y1722,42.37344383,-71.11853392,0,1.0,1722,,52110848,,353,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:33-04:00
44,45,y1923,42.35180263,-71.08991942,1,11.0,1923,,52110816,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:43-04:00
45,46,y1857,42.33152144,-71.07649808,0,5.0,1857,,52110882,,51,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:42-04:00
46,47,y1847,42.34516082,-71.08662191,1,13.0,1847,,52111045,,147,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:41-04:00
47,48,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
48,49,y1827,42.36464367,-71.10249932,1,7.0,1827,,52111039,,114,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:41-04:00
49,50,y1805,42.333,-71.07423,1,20.0,1805,,52110914,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:40-04:00
50,51,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
51,52,y1780,42.34713,-71.08763,0,13.0,1780,,52110975,,315,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:15-04:00
52,53,y1775,42.34374547,-71.08626429,1,13.0,1775,,52111025,,178,FULL,IN_TRANSIT_TO,2022-08-10T18:07:42-04:00
53,54,y1766,42.33520668,-71.07534331,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:13-04:00
54,55,y1722,42.37349723,-71.11874881,1,1.0,1722,,52110849,,253,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:42-04:00
55,56,y1923,42.35180263,-71.08991942,1,11.0,1923,,52110816,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:43-04:00
56,57,y1857,42.33154648,-71.07650364,0,5.0,1857,,52110882,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:44-04:00
57,58,y1847,42.34516226,-71.08671922,1,13.0,1847,,52111045,,241,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:46-04:00
58,59,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
59,60,y1827,42.36449943,-71.10213449,1,7.0,1827,,52111039,,122,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:47-04:00
60,61,y1805,42.333,-71.07423,1,20.0,1805,,52110914,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:40-04:00
61,62,y1795,42.3479151,-71.08800504,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:07:05-04:00
62,63,y1780,42.34713,-71.08763,0,13.0,1780,,52110975,,315,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:15-04:00
63,64,y1775,42.34374547,-71.08626429,1,14.0,1775,,52111025,,178,FULL,IN_TRANSIT_TO,2022-08-10T18:07:42-04:00
64,65,y1766,42.33534159,-71.07535768,1,18.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:45-04:00
65,66,y1722,42.37342091,-71.11882127,1,1.0,1722,,52110849,,224,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:44-04:00
66,67,y1923,42.35123541,-71.08968375,1,11.0,1923,,52110816,,161,FULL,IN_TRANSIT_TO,2022-08-10T18:08:06-04:00
67,68,y1857,42.33154648,-71.07650364,0,5.0,1857,,52110882,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:44-04:00
68,69,y1847,42.34521606,-71.08670155,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:58-04:00
69,70,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
70,71,y1827,42.36423604,-71.1016085,1,8.0,1827,,52111039,,130,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:04-04:00
71,72,y1805,42.333,-71.07423,1,20.0,1805,,52110914,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:40-04:00
72,73,y1795,42.34792287,-71.08801604,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:08:05-04:00
73,74,y1780,42.34740374,-71.08771608,0,13.0,1780,,52110975,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:02-04:00
74,75,y1775,42.34368284,-71.08616419,1,14.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:08:03-04:00
75,76,y1766,42.3346608,-71.0750433,1,18.0,1766,,52110996,,193,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:03-04:00
76,77,y1722,42.37239965,-71.11909908,1,2.0,1722,,52110849,,209,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:05-04:00
77,78,y1923,42.35083442,-71.08957034,1,11.0,1923,,52110816,,162,FULL,IN_TRANSIT_TO,2022-08-10T18:08:14-04:00
78,79,y1857,42.33154648,-71.07650364,0,5.0,1857,,52110882,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:44-04:00
79,80,y1847,42.34485923,-71.08650853,1,13.0,1847,,52111045,,162,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:10-04:00
80,81,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
81,82,y1827,42.3640577,-71.10131259,1,8.0,1827,,52111039,,132,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:11-04:00
82,83,y1805,42.333,-71.07423,1,20.0,1805,,52110914,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:40-04:00
83,84,y1795,42.34792287,-71.08801604,0,13.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:08:05-04:00
84,85,y1780,42.34751,-71.08778,0,13.0,1780,,52110975,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:15-04:00
85,86,y1775,42.34366231,-71.08614759,1,14.0,1775,,52111025,,146,FULL,IN_TRANSIT_TO,2022-08-10T18:08:09-04:00
86,87,y1766,42.33472888,-71.07495966,1,18.0,1766,,52110996,,47,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:13-04:00
87,88,y1722,42.37221659,-71.11916186,1,2.0,1722,,52110849,,158,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:13-04:00
88,89,y1923,42.35066,-71.0894,1,11.0,1923,,52110816,,180,FULL,IN_TRANSIT_TO,2022-08-10T18:08:20-04:00
89,90,y1857,42.33161966,-71.07649508,0,5.0,1857,,52110882,,51,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:25-04:00
90,91,y1847,42.34423291,-71.0863073,1,13.0,1847,,52111045,,188,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:26-04:00
91,92,y1834,42.37320177,-71.11757084,0,1.0,1834,,52110945,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:07:26-04:00
92,93,y1827,42.36354516,-71.10029334,1,8.0,1827,,52111039,,131,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:25-04:00
93,94,y1805,42.33290937,-71.0743234,1,20.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:20-04:00
94,95,y1795,42.34850641,-71.08833908,0,13.0,1795,,52110787,,336,FULL,IN_TRANSIT_TO,2022-08-10T18:08:23-04:00
95,96,y1780,42.34766492,-71.08788781,0,13.0,1780,,52110975,,341,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:21-04:00
96,97,y1775,42.34329487,-71.08587409,1,14.0,1775,,52111025,,152,FULL,IN_TRANSIT_TO,2022-08-10T18:08:26-04:00
97,98,y1766,42.33468301,-71.07493292,1,18.0,1766,,52110996,,139,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:26-04:00
98,99,y1722,42.37205419,-71.11875029,1,2.0,1722,,52110849,,145,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
99,100,y1923,42.35047135,-71.08932745,1,11.0,1923,,52110816,,160,FULL,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
100,101,y1857,42.331799,-71.07602158,0,5.0,1857,,52110882,,51,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:33-04:00
101,102,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
102,103,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
103,104,y1827,42.36324303,-71.0999159,1,8.0,1827,,52111039,,125,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:33-04:00
104,105,y1805,42.33240772,-71.07508404,1,20.0,1805,,52110914,,231,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:37-04:00
105,106,y1795,42.34945642,-71.08883344,0,14.0,1795,,52110787,,342,FULL,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
106,107,y1780,42.34895661,-71.08852226,0,14.0,1780,,52110975,,343,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
107,108,y1775,42.34315457,-71.08569739,1,14.0,1775,,52111025,,131,FULL,IN_TRANSIT_TO,2022-08-10T18:08:33-04:00
108,109,y1766,42.33464187,-71.07480208,1,18.0,1766,,52110996,,114,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:32-04:00
109,110,y1722,42.37198061,-71.11860282,1,2.0,1722,,52110849,,118,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:31-04:00
110,111,y1923,42.35047135,-71.08932745,1,11.0,1923,,52110816,,160,FULL,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
111,112,y1857,42.33215722,-71.07539073,0,5.0,1857,,52110882,,48,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:40-04:00
112,113,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
113,114,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
114,115,y1827,42.36323965,-71.09986651,1,8.0,1827,,52111039,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:38-04:00
115,116,y1805,42.33226,-71.07525,1,20.0,1805,,52110914,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:40-04:00
116,117,y1795,42.34983141,-71.08897545,0,14.0,1795,,52110787,,340,FULL,IN_TRANSIT_TO,2022-08-10T18:08:39-04:00
117,118,y1780,42.34921642,-71.08872504,0,14.0,1780,,52110975,,338,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:39-04:00
118,119,y1775,42.34310736,-71.08550026,1,14.0,1775,,52111025,,110,FULL,IN_TRANSIT_TO,2022-08-10T18:08:38-04:00
119,120,y1766,42.33412627,-71.07387066,1,18.0,1766,,52110996,,137,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:39-04:00
120,121,y1722,42.37189243,-71.11828305,1,2.0,1722,,52110849,,105,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:36-04:00
121,122,y1923,42.3501974,-71.08922556,1,11.0,1923,,52110816,,167,FULL,IN_TRANSIT_TO,2022-08-10T18:08:44-04:00
122,123,y1857,42.33306647,-71.07418798,0,6.0,1857,,52110882,,41,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:52-04:00
123,124,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
124,125,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
125,126,y1827,42.36327868,-71.09987632,1,8.0,1827,,52111039,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:47-04:00
126,127,y1805,42.33155328,-71.07640406,1,20.0,1805,,52110914,,230,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:49-04:00
127,128,y1795,42.34997824,-71.08907743,0,14.0,1795,,52110787,,335,FULL,IN_TRANSIT_TO,2022-08-10T18:08:48-04:00
128,129,y1780,42.34980419,-71.08889576,0,14.0,1780,,52110975,,350,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:47-04:00
129,130,y1775,42.34315084,-71.08515985,1,14.0,1775,,52111025,,71,FULL,IN_TRANSIT_TO,2022-08-10T18:08:54-04:00
130,131,y1766,42.33390139,-71.0735993,1,19.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:48-04:00
131,132,y1722,42.37140036,-71.11679231,1,2.0,1722,,52110849,,112,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:52-04:00
132,133,y1923,42.35000868,-71.08916553,1,11.0,1923,,52110816,,284,FULL,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
133,134,y1857,42.33345315,-71.07365285,0,6.0,1857,,52110882,,30,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
134,135,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
135,136,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
136,137,y1827,42.36320258,-71.09983565,1,8.0,1827,,52111039,,130,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
137,138,y1805,42.33136173,-71.07685532,1,21.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:00-04:00
138,139,y1795,42.35015065,-71.08913912,0,14.0,1795,,52110787,,56,FULL,IN_TRANSIT_TO,2022-08-10T18:09:02-04:00
139,140,y1780,42.34986348,-71.08910422,0,14.0,1780,,52110975,,204,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:03-04:00
140,141,y1775,42.34286668,-71.08491459,1,14.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:02-04:00
141,142,y1766,42.33397369,-71.07364046,1,19.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
142,143,y1722,42.37121757,-71.11630529,1,2.0,1722,,52110849,,116,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:01-04:00
143,144,y1923,42.34982937,-71.08917548,1,11.0,1923,,52110816,,174,FULL,IN_TRANSIT_TO,2022-08-10T18:09:12-04:00
144,145,y1857,42.3335978,-71.07346821,0,6.0,1857,,52110882,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:08-04:00
145,146,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
146,147,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
147,148,y1827,42.36296455,-71.09954094,1,8.0,1827,,52111039,,128,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:06-04:00
148,149,y1805,42.33133559,-71.07684808,1,21.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:08-04:00
149,150,y1795,42.35012296,-71.08918897,0,14.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:04-04:00
150,151,y1780,42.34982829,-71.08907938,0,14.0,1780,,52110975,,194,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:12-04:00
151,152,y1775,42.34286668,-71.08491459,1,14.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:02-04:00
152,153,y1766,42.33397369,-71.07364046,1,19.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
153,154,y1722,42.37120824,-71.11624958,1,2.0,1722,,52110849,,130,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:08-04:00
154,155,y1923,42.3496867,-71.08896924,1,11.0,1923,,52110816,,159,FULL,IN_TRANSIT_TO,2022-08-10T18:09:21-04:00
155,156,y1857,42.33365136,-71.07346352,0,6.0,1857,,52110882,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:14-04:00
156,157,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
157,158,y1834,42.37306,-71.11775,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:24-04:00
158,159,y1827,42.36268553,-71.09926645,1,8.0,1827,,52111039,,136,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:23-04:00
159,160,y1805,42.33132775,-71.07684477,1,21.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:13-04:00
160,161,y1795,42.35012296,-71.08918897,0,14.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:04-04:00
161,162,y1780,42.34981018,-71.08909901,0,14.0,1780,,52110975,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:15-04:00
162,163,y1775,42.34286668,-71.08491459,1,14.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:02-04:00
163,164,y1766,42.33397369,-71.07364046,1,19.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:59-04:00
164,165,y1722,42.37120526,-71.1162307,1,2.0,1722,,52110849,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:14-04:00
165,166,y1923,42.34970319,-71.08897625,1,11.0,1923,,52110816,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:09:31-04:00
166,167,y1857,42.33342,-71.07358,0,6.0,1857,,52110882,,45,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:23-04:00
167,168,y1847,42.34420665,-71.08633938,1,13.0,1847,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:08:34-04:00
168,169,y1834,42.37302,-71.11776,0,1.0,1834,,52110945,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:24-04:00
169,170,y1827,42.36218265,-71.09842558,1,8.0,1827,,52111039,,130,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:32-04:00
170,171,y1805,42.3313251,-71.07685336,1,21.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:09:33-04:00
